trade_date,long,short,benchmark,ls
20201026,0.023154,0.044334125,0.054567000000000004,-0.021180125
20201123,1.212499,0.391487,0.015189000000000012,0.8210120000000001
20201130,0.0166587625,-0.009249774999999998,0.015189000000000012,0.0259085375
20201228,-0.061035209876543206,-0.0634175925925926,-0.15383999999999998,0.0023823827160493888
20210118,-0.058397,-0.05699499999999999,0.014763000000000005,-0.0014020000000000074
20210125,-0.012229234567901233,0.019303123456790125,0.014763000000000005,-0.031532358024691357
20210222,0.012629604938271605,-0.01917348148148148,-0.008436000000000027,0.03180308641975309
20210329,0.010455243902439024,0.025380329268292683,0.04416300000000001,-0.01492508536585366
20210426,0.09563925609756098,0.07237279268292683,0.198399,0.023266463414634148
20210531,0.037411891566265065,0.026982277108433737,0.119556,0.010429614457831329
20210628,-0.023691493975903616,0.07516849397590362,0.08186400000000002,-0.09885998795180724
20210726,0.08158539285714286,0.0454137380952381,0.19131,0.036171654761904766
20210830,-0.04352045882352941,-0.08079023529411765,-0.12040500000000001,0.03726977647058824
20210913,-0.117977,0.04244099999999999,-0.004976999999999981,-0.160418
20210927,-0.023400988235294115,0.03224125882352941,-0.004976999999999981,-0.05564224705882353
20211018,-0.05133899999999999,0.779027,0.26326499999999997,-0.830366
20211025,0.06743003488372094,0.08564501162790697,0.26326499999999997,-0.018214976744186026
20211129,-0.03726931034482758,-0.02256381609195402,-0.012611999999999998,-0.014705494252873562
20211227,-0.11523757471264369,-0.1470663448275862,-0.40754999999999997,0.03182877011494252
20220124,0.07141585227272727,0.03874068181818182,0.190443,0.03267517045454545
20220228,-0.047738079545454545,-0.10520005681818181,-0.261783,0.05746197727272727
20220328,-0.1659259431818182,-0.14775072727272728,-0.473289,-0.018175215909090908
20220418,-0.026897999999999995,-0.092463,0.313374,0.06556500000000001
20220425,0.10626703370786517,0.12320291011235955,0.313374,-0.016935876404494385
20220530,0.07417470786516854,0.12256184444444444,0.294684,-0.0483871365792759
20220627,0.04438086666666667,0.04245246666666667,0.05531699999999999,0.0019284000000000037
20220725,-0.016734822222222223,-0.09608434444444444,-0.151458,0.07934952222222222
20220829,-0.05447006593406593,-0.09725054945054945,-0.284919,0.042780483516483524
20220926,0.011162760869565221,0.15813938043478262,0.087258,-0.1469766195652174
20221031,-0.003570836956521741,0.049699108695652174,0.142809,-0.05326994565217391
20221128,-0.04384608602150537,-0.03109260215053764,-0.141261,-0.012753483870967735
20221219,0.193537,0.125763,0.24185399999999999,0.06777399999999997
20221226,0.08948774193548387,0.05456692473118279,0.24185399999999999,0.034920817204301076
20230130,0.029298677419354838,0.026166935483870966,0.06796799999999999,0.0031317419354838713
20230227,-0.004246956989247314,-0.013851774193548386,-0.032213999999999986,0.009604817204301072
20230327,0.0029955851063829795,0.013290680851063831,-0.064467,-0.010295095744680852
20230424,0.014931684210526316,0.00686957894736842,-0.071535,0.008062105263157895
20230529,0.0321534,0.01988037894736842,0.021545999999999996,0.012273021052631578
20230626,-0.05829412631578947,-0.024214515789473683,-0.037584000000000006,-0.03407961052631579
20230731,-0.05529007291666666,-0.046196666666666664,-0.190803,-0.009093406249999998
20230828,-0.017182010416666664,0.014580917525773196,-0.009935999999999987,-0.03176292794243986
20230925,0.002084865979381445,0.018838268041237116,-0.051207,-0.01675340206185567
20231030,0.03962196907216495,0.01954318556701031,0.05811900000000002,0.020078783505154636
20231127,-0.020809268041237117,-0.041954628865979386,-0.09334200000000001,0.02114536082474227
20231218,-0.137164,-0.10866900000000002,-0.605997,-0.028494999999999993
20231225,-0.1964628350515464,-0.2393761443298969,-0.605997,0.04291330927835049
20240129,0.13290361224489797,0.12365592857142857,0.359232,0.009247683673469398
20240226,0.04678243877551021,0.02316307142857143,0.059763000000000024,0.02361936734693878
20240325,0.0012706020408163265,-0.005096520408163262,0.040566000000000005,0.006367122448979589
20240429,0.00195337755102041,0.003106581632653064,-0.074934,-0.0011532040816326539
20240527,-0.06366674489795918,-0.0851927755102041,-0.2625,0.021526030612244923
20240624,-0.020965285714285714,0.0013979897959183678,0.0038369999999999863,-0.022363275510204082
20240729,-0.04706377551020408,-0.07011014285714286,-0.159462,0.023046367346938774
20240826,0.2612820816326531,0.2226290306122449,0.6573,0.0386530510204082
20240923,0.8999940000000001,1.283375,0.237801,-0.38338099999999986
20240930,0.08599541836734695,0.06781570408163265,0.237801,0.0181797142857143
20241028,0.00190560606060606,0.05858963636363636,0.049263000000000015,-0.0566840303030303
20241125,-0.01502482828282828,-0.057783909090909094,-0.10733699999999999,0.042759080808080815
20241216,-0.164703,-0.11534,-0.04884300000000003,-0.04936299999999999
20241230,0.0359580202020202,-0.003454020202020203,-0.04884300000000003,0.0394120404040404
20250127,0.07981361,0.13978299,0.21701100000000004,-0.05996938
20250224,-0.02876218,-0.02721146,-0.018071999999999987,-0.0015507199999999985
20250324,-0.186214,-0.064745,-0.111357,-0.121469
20250331,-0.024967212121212123,-0.00958593,-0.111357,-0.015381282121212123
20250428,0.02541371,0.023448950000000003,0.041613,0.001964759999999996
20250519,0.05263900000000001,0.058213999999999995,0.162483,-0.005574999999999983
20250526,0.03373326,0.06475093,0.162483,-0.031017669999999997
20250630,0.05359102,0.08819914000000001,0.142239,-0.034608120000000006
20250728,0.10916297,0.10066564,0.335319,0.008497329999999997
20250825,-0.008672309999999997,0.04086444,0.06096299999999999,-0.04953675
20250929,-0.017098920000000004,-0.02058602,-0.022947000000000002,0.0034870999999999965
20251020,-0.04599300000000001,0.14444200000000001,-0.065505,-0.19043500000000002
20251027,-0.01336822,-0.017188659999999998,-0.065505,0.003820439999999998
20251124,0.021329700000000004,0.0485431,0.10782900000000002,-0.027213399999999995
20251229,0.10499546,0.07918705,0.254448,0.025808410000000004
20260112,0.015314509999999998,0.052298700000000004,0.07636199999999999,-0.03698419000000001
